type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_wine_datasulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_id,alcohol_content,good_or_bad
white,6.9,0.19,0.35,13.500,0.0380,49,118,0.99546,3.000,0.63,10.70,6,3267,medium-low,bad
white,6.3,0.40,0.24,5.100,0.0360,43,131,0.99186,3.240,0.44,11.30,6,3268,medium-low,bad
white,6.6,0.19,0.28,1.100,0.0440,38,100,0.99040,3.220,0.69,11.20,6,3269,medium-low,bad
white,5.1,0.31,0.13,1.750,0.0360,17,73,0.99000,3.400,0.51,12.33,5,3270,medium,bad
white,6.8,0.16,0.36,1.300,0.0340,32,98,0.99058,3.020,0.58,11.30,6,3271,medium-low,bad
white,5.8,0.26,0.30,2.600,0.0340,75,129,0.99020,3.200,0.38,11.50,4,3272,medium,bad
white,5.1,0.35,0.26,6.800,0.0340,36,120,0.99188,3.380,0.40,11.50,6,3273,medium,bad
white,6.4,0.41,0.01,6.100,0.0480,20,70,0.99362,3.190,0.42,10.00,5,3274,medium-low,bad
white,6.7,0.23,0.17,1.300,0.0610,14,100,0.99250,3.070,0.55,9.50,5,3275,low,bad
white,5.8,0.30,0.23,1.500,0.0340,37,121,0.98871,2.960,0.34,12.10,6,3276,medium,bad
white,6.4,0.41,0.01,6.100,0.0480,20,70,0.99362,3.190,0.42,10.00,5,3277,medium-low,bad
white,6.8,0.33,0.30,2.100,0.0470,35,147,0.98860,3.240,0.56,13.40,6,3278,medium,bad
white,7.4,0.36,0.32,1.900,0.0360,27,119,0.99196,3.150,0.49,11.20,6,3279,medium-low,bad
white,3.8,0.31,0.02,11.100,0.0360,20,114,0.99248,3.750,0.44,12.40,6,3280,medium,bad
white,6.1,0.27,0.32,1.100,0.0340,24,110,0.98980,3.360,0.40,12.50,6,3281,medium,bad
white,6.2,0.36,0.22,5.250,0.0380,44,145,0.99184,3.220,0.40,11.20,6,3282,medium-low,bad
white,6.1,0.27,0.32,1.100,0.0340,24,110,0.98980,3.360,0.40,12.50,6,3283,medium,bad
white,6.1,0.17,0.21,1.900,0.0900,44,130,0.99255,3.070,0.41,9.70,5,3284,low,bad
white,6.8,0.40,0.29,2.800,0.0440,27,97,0.99040,3.120,0.42,11.20,6,3285,medium-low,bad
white,6.1,0.40,0.18,9.000,0.0510,29,259,0.99640,3.190,0.50,8.80,5,3286,low,bad
white,7.1,0.28,0.26,2.800,0.0390,50,118,0.99080,3.060,0.59,11.20,6,3287,medium-low,bad
white,5.5,0.28,0.21,1.600,0.0320,23,85,0.99027,3.420,0.42,12.50,5,3288,medium,bad
white,6.2,0.32,0.32,2.200,0.0360,15,70,0.98990,3.160,0.48,12.70,6,3289,medium,bad
white,7.1,0.44,0.27,8.400,0.0570,60,160,0.99257,3.160,0.36,11.80,6,3290,medium,bad
white,6.9,0.52,0.54,7.900,0.0360,23,169,0.99267,3.260,0.47,12.20,6,3291,medium,bad
white,6.8,0.17,0.17,5.100,0.0490,26,82,0.99300,3.000,0.38,9.80,6,3292,low,bad
white,6.9,0.38,0.28,8.300,0.0620,22,166,0.99506,3.160,0.72,10.60,5,3293,medium-low,bad
white,7.0,0.55,0.05,8.000,0.0360,19,164,0.99269,3.260,0.46,12.20,6,3294,medium,bad
white,7.1,0.44,0.27,8.400,0.0570,60,160,0.99257,3.160,0.36,11.80,6,3295,medium,bad
white,9.0,0.20,0.33,3.500,0.0490,10,40,0.99440,3.140,0.36,9.80,6,3296,low,bad
white,6.2,0.24,0.28,12.200,0.0490,54,133,0.99520,3.190,0.37,10.70,6,3297,medium-low,bad
white,5.8,0.20,0.16,1.400,0.0420,44,99,0.98912,3.230,0.37,12.20,6,3298,medium,bad
white,5.1,0.35,0.26,6.800,0.0340,36,120,0.99188,3.380,0.40,11.50,6,3299,medium,bad
white,5.8,0.13,0.22,12.700,0.0580,24,183,0.99560,3.320,0.42,11.70,6,3300,medium,bad
white,6.2,0.36,0.22,5.250,0.0380,44,145,0.99184,3.220,0.40,11.20,6,3301,medium-low,bad
white,6.3,0.30,0.20,3.700,0.0390,34,132,0.99158,3.000,0.38,10.70,5,3302,medium-low,bad
white,5.8,0.31,0.31,7.500,0.0520,55,230,0.99490,3.190,0.46,9.80,5,3303,low,bad
white,5.7,0.22,0.29,3.500,0.0400,27,146,0.98999,3.170,0.36,12.10,6,3304,medium,bad
white,6.3,0.36,0.20,2.000,0.0480,48,191,0.99290,3.170,0.51,9.60,5,3305,low,bad
white,6.1,0.28,0.27,8.000,0.0480,41,162,0.99498,3.210,0.51,9.90,5,3306,low,bad
white,7.1,0.46,0.23,13.700,0.0450,44,192,0.99810,3.110,0.53,9.40,5,3307,low,bad
white,9.0,0.20,0.33,3.500,0.0490,10,40,0.99440,3.140,0.36,9.80,6,3308,low,bad
white,7.6,0.26,0.32,1.300,0.0480,23,76,0.99030,2.960,0.46,12.00,6,3309,medium,bad
white,6.9,0.28,0.28,12.200,0.0420,52,139,0.99522,3.030,0.56,10.40,6,3310,medium-low,bad
white,6.6,0.21,0.30,9.900,0.0410,64,174,0.99500,3.070,0.50,10.10,6,3311,medium-low,bad
white,6.7,0.18,0.25,14.300,0.0480,79,149,0.99750,3.120,0.37,9.70,5,3312,low,bad
white,6.5,0.36,0.16,1.300,0.0540,11,107,0.99398,3.190,0.39,8.50,5,3313,low,bad
white,7.0,0.33,0.28,5.700,0.0330,39,204,0.99176,3.170,0.64,12.50,6,3314,medium,bad
white,6.6,0.16,0.25,9.800,0.0490,60,137,0.99500,3.160,0.38,10.00,6,3315,medium-low,bad
white,6.9,0.42,0.20,15.400,0.0430,57,201,0.99848,3.080,0.54,9.40,5,3316,low,bad
white,6.6,0.35,0.19,10.500,0.0600,15,82,0.99588,3.130,0.38,9.90,4,3317,low,bad
white,6.7,0.26,0.49,8.100,0.0520,48,197,0.99558,3.190,0.48,9.50,5,3318,low,bad
white,5.7,0.22,0.20,16.000,0.0440,41,113,0.99862,3.220,0.46,8.90,6,3319,low,bad
white,5.8,0.13,0.22,12.700,0.0580,24,183,0.99560,3.320,0.42,11.70,6,3320,medium,bad
white,5.7,0.25,0.26,12.500,0.0490,53,120,0.99691,3.080,0.45,9.40,6,3321,low,bad
white,6.7,0.46,0.21,4.000,0.0340,12,88,0.99016,3.260,0.54,13.00,6,3322,medium,bad
white,5.8,0.27,0.22,12.700,0.0580,42,206,0.99460,3.320,0.38,12.30,6,3323,medium,bad
white,5.7,0.22,0.20,16.000,0.0440,41,113,0.99862,3.220,0.46,8.90,6,3324,low,bad
white,5.1,0.35,0.26,6.800,0.0340,36,120,0.99188,3.380,0.40,11.50,6,3325,medium,bad
white,6.8,0.17,0.17,5.100,0.0490,26,82,0.99300,3.000,0.38,9.80,6,3326,low,bad
white,7.4,0.37,0.26,9.600,0.0500,33,134,0.99608,3.130,0.46,10.40,5,3327,medium-low,bad
white,5.7,0.22,0.20,16.000,0.0440,41,113,0.99862,3.220,0.46,8.90,6,3328,low,bad
white,5.1,0.23,0.18,1.000,0.0530,13,99,0.98956,3.220,0.39,11.50,5,3329,medium,bad
white,5.7,0.22,0.20,16.000,0.0440,41,113,0.99862,3.220,0.46,8.90,6,3330,low,bad
white,5.7,0.25,0.21,1.500,0.0440,21,108,0.99142,3.300,0.59,11.00,6,3331,medium-low,bad
white,7.2,0.22,0.35,5.500,0.0540,37,183,0.99474,3.080,0.50,10.30,5,3332,medium-low,bad
white,6.4,0.37,0.19,3.500,0.0680,18,101,0.99340,3.030,0.38,9.00,6,3333,low,bad
white,5.8,0.23,0.21,1.500,0.0440,21,110,0.99138,3.300,0.57,11.00,6,3334,medium-low,bad
white,6.3,0.40,0.24,5.100,0.0360,43,131,0.99186,3.240,0.44,11.30,6,3335,medium-low,bad
white,5.6,0.18,0.29,2.300,0.0400,5,47,0.99126,3.070,0.45,10.10,4,3336,medium-low,bad
white,7.3,0.26,0.53,12.700,0.0470,61,165,0.99840,3.060,0.45,9.10,6,3337,low,bad
white,5.4,0.27,0.28,7.800,0.0520,27,91,0.99432,3.190,0.38,10.40,6,3338,medium-low,bad
white,6.2,0.24,0.27,16.800,0.0400,48,129,0.99691,3.230,0.38,10.50,6,3339,medium-low,bad
white,5.7,0.25,0.27,10.800,0.0500,58,116,0.99592,3.100,0.50,9.80,6,3340,low,bad
white,5.7,0.22,0.20,16.000,0.0440,41,113,0.99862,3.220,0.46,8.90,6,3341,low,bad
white,6.8,0.31,0.19,3.500,0.0860,30,130,0.99300,2.830,0.44,9.60,5,3342,low,bad
white,5.7,0.26,0.24,17.800,0.0590,23,124,0.99773,3.300,0.50,10.10,5,3343,medium-low,bad
white,7.3,0.28,0.54,12.900,0.0490,62,163,0.99840,3.060,0.45,9.10,6,3344,low,bad
white,6.8,0.31,0.19,3.500,0.0860,30,130,0.99300,2.830,0.44,9.60,5,3345,low,bad
white,7.3,0.28,0.54,12.900,0.0490,62,163,0.99840,3.060,0.45,9.10,6,3346,low,bad
white,7.0,0.15,0.29,16.400,0.0580,45,110,0.99780,3.150,0.37,9.70,6,3347,low,bad
white,5.8,0.12,0.21,1.300,0.0560,35,121,0.99080,3.320,0.33,11.40,6,3348,medium-low,bad
white,6.5,0.41,0.22,4.800,0.0520,49,142,0.99460,3.140,0.62,9.20,5,3349,low,bad
white,6.2,0.31,0.23,3.300,0.0520,34,113,0.99429,3.160,0.48,8.40,5,3350,low,bad
white,6.1,0.25,0.18,10.500,0.0490,41,124,0.99630,3.140,0.35,10.50,5,3351,medium-low,bad
white,5.7,0.26,0.24,17.800,0.0590,23,124,0.99773,3.300,0.50,10.10,5,3352,medium-low,bad
white,6.4,0.24,0.27,1.500,0.0400,35,105,0.98914,3.130,0.30,12.40,6,3353,medium,bad
white,6.0,0.20,0.26,6.800,0.0490,22,93,0.99280,3.150,0.42,11.00,6,3354,medium-low,bad
white,7.3,0.26,0.53,12.700,0.0470,61,156,0.99840,3.060,0.45,9.10,6,3355,low,bad
white,8.0,0.27,0.33,1.200,0.0500,41,103,0.99002,3.000,0.45,12.40,6,3356,medium,bad
white,8.0,0.27,0.33,1.200,0.0500,41,103,0.99002,3.000,0.45,12.40,6,3357,medium,bad
white,7.3,0.28,0.54,12.900,0.0490,62,152,0.99840,3.060,0.45,9.10,6,3358,low,bad
white,6.5,0.41,0.22,4.800,0.0520,49,142,0.99460,3.140,0.62,9.20,5,3359,low,bad
white,8.3,0.18,0.37,1.200,0.0490,6,94,0.99370,3.180,0.52,10.10,5,3360,medium-low,bad
white,6.2,0.31,0.23,3.300,0.0520,34,113,0.99429,3.160,0.48,8.40,5,3361,low,bad
white,6.7,0.37,0.25,2.500,0.0280,24,84,0.99090,3.140,0.36,11.70,6,3362,medium,bad
white,7.1,0.09,0.30,6.200,0.0320,24,134,0.99300,2.990,0.39,10.90,6,3363,medium-low,bad
white,8.3,0.14,0.36,8.800,0.0260,13,60,0.99560,3.130,0.35,11.05,5,3364,medium-low,bad
white,5.8,0.28,0.30,3.900,0.0260,36,105,0.98963,3.260,0.58,12.75,6,3365,medium,bad
white,5.7,0.25,0.26,12.500,0.0490,53,106,0.99691,3.080,0.45,9.40,6,3366,low,bad
white,6.0,0.23,0.34,1.300,0.0250,23,111,0.98961,3.360,0.37,12.70,6,3367,medium,bad
white,5.9,0.23,0.28,8.600,0.0460,37,142,0.99432,3.230,0.53,10.60,6,3368,medium-low,bad
white,6.9,0.28,0.37,9.100,0.0370,16,76,0.99480,3.050,0.54,11.10,5,3369,medium-low,bad
white,6.0,0.20,0.26,6.800,0.0490,22,93,0.99280,3.150,0.42,11.00,6,3370,medium-low,bad
white,6.2,0.30,0.32,1.200,0.0520,32,185,0.99266,3.280,0.44,10.10,5,3371,medium-low,bad
white,6.9,0.28,0.37,9.100,0.0370,16,76,0.99480,3.050,0.54,11.10,5,3372,medium-low,bad
white,7.4,0.26,0.29,3.700,0.0480,14,73,0.99150,3.060,0.45,11.40,6,3373,medium-low,bad
white,5.8,0.28,0.30,3.900,0.0260,36,105,0.98963,3.260,0.58,12.75,6,3374,medium,bad
white,6.0,0.20,0.26,6.800,0.0490,22,93,0.99280,3.150,0.42,11.00,6,3375,medium-low,bad
white,7.0,0.20,0.40,1.100,0.0580,30,93,0.99322,3.030,0.38,9.20,6,3376,low,bad
white,6.3,0.25,0.53,1.800,0.0210,41,101,0.98932,3.190,0.31,13.00,6,3377,medium,bad
white,6.0,0.20,0.26,6.800,0.0490,22,93,0.99280,3.150,0.42,11.00,6,3378,medium-low,bad
white,6.5,0.20,0.31,2.100,0.0330,32,95,0.98944,2.960,0.61,12.00,6,3379,medium,bad
white,5.9,0.29,0.32,1.400,0.0220,17,47,0.98990,3.350,0.35,11.50,6,3380,medium,bad
white,6.5,0.21,0.42,1.100,0.0590,33,101,0.99270,3.120,0.38,9.70,6,3381,low,bad
white,7.6,0.28,0.17,1.600,0.0460,28,117,0.99288,3.080,0.43,10.00,5,3382,medium-low,bad
white,7.3,0.25,0.27,3.800,0.0470,16,79,0.99173,3.070,0.46,11.30,6,3383,medium-low,bad
white,7.0,0.20,0.33,4.700,0.0300,25,76,0.99202,2.880,0.54,10.50,6,3384,medium-low,bad
white,6.8,0.27,0.24,4.600,0.0980,36,127,0.99412,3.150,0.49,9.60,6,3385,low,bad
white,6.4,0.46,0.22,14.700,0.0470,51,183,0.99828,3.390,0.60,10.50,5,3386,medium-low,bad
white,6.6,0.26,0.27,11.800,0.0480,28,112,0.99606,2.870,0.49,9.70,6,3387,low,bad
white,6.9,0.28,0.37,9.100,0.0370,16,76,0.99480,3.050,0.54,11.10,5,3388,medium-low,bad
white,6.7,0.24,0.30,10.200,0.0700,44,179,0.99666,2.860,0.46,8.90,6,3389,low,bad
white,5.7,0.26,0.24,17.800,0.0590,23,124,0.99773,3.300,0.50,10.10,5,3390,medium-low,bad
white,6.8,0.23,0.33,1.900,0.0470,20,101,0.99140,3.100,0.46,11.10,6,3391,medium-low,bad
white,6.4,0.14,0.28,7.900,0.0570,21,82,0.99425,3.260,0.36,10.00,6,3392,medium-low,bad
white,6.6,0.21,0.50,8.700,0.0360,41,191,0.99294,2.960,0.56,11.00,6,3393,medium-low,bad
white,7.2,0.21,0.36,15.700,0.0450,68,183,0.99922,3.250,0.76,9.40,5,3394,low,bad
white,7.0,0.23,0.32,1.800,0.0480,25,113,0.99150,3.110,0.47,11.10,6,3395,medium-low,bad
white,6.4,0.55,0.26,9.600,0.0270,20,104,0.99240,3.220,0.73,13.10,6,3396,medium,bad
white,6.4,0.50,0.20,2.400,0.0590,19,112,0.99314,3.180,0.40,9.20,6,3397,low,bad
white,5.7,0.28,0.30,3.900,0.0260,36,105,0.98963,3.260,0.58,12.75,6,3398,medium,bad
white,6.6,0.41,0.27,10.700,0.1100,20,103,0.99672,3.080,0.41,9.00,6,3399,low,bad
white,6.6,0.41,0.27,10.700,0.1100,20,103,0.99672,3.080,0.41,9.00,6,3400,low,bad
white,8.0,0.25,0.35,1.100,0.0540,13,136,0.99366,3.080,0.55,9.50,5,3401,low,bad
white,6.0,0.23,0.34,1.300,0.0250,23,111,0.98961,3.360,0.37,12.70,6,3402,medium,bad
white,6.8,0.45,0.30,11.800,0.0940,23,97,0.99700,3.090,0.44,9.60,5,3403,low,bad
white,6.1,0.20,0.40,1.900,0.0280,32,138,0.99140,3.260,0.72,11.70,5,3404,medium,bad
white,6.4,0.14,0.28,7.900,0.0570,21,82,0.99425,3.260,0.36,10.00,6,3405,medium-low,bad
white,6.1,0.37,0.46,12.000,0.0420,61,210,0.99700,3.170,0.59,9.70,6,3406,low,bad
white,6.9,0.22,0.32,5.800,0.0410,20,119,0.99296,3.170,0.55,11.20,6,3407,medium-low,bad
white,6.6,0.21,0.34,5.600,0.0460,30,140,0.99299,3.220,0.38,11.00,5,3408,medium-low,bad
white,6.4,0.50,0.20,2.400,0.0590,19,112,0.99314,3.180,0.40,9.20,6,3409,low,bad
white,7.2,0.21,0.36,15.700,0.0450,68,183,0.99922,3.250,0.76,9.40,5,3410,low,bad
white,7.5,0.26,0.31,1.600,0.0320,36,109,0.99044,2.970,0.43,11.90,6,3411,medium,bad
white,6.3,0.29,0.23,14.200,0.0370,24,99,0.99528,3.080,0.38,10.60,6,3412,medium-low,bad
white,6.7,0.37,0.25,2.500,0.0280,24,84,0.99090,3.140,0.36,11.70,6,3413,medium,bad
white,6.9,0.37,0.23,9.500,0.0570,54,166,0.99568,3.230,0.42,10.00,5,3414,medium-low,bad
white,7.4,0.22,0.28,9.000,0.0460,22,121,0.99468,3.100,0.55,10.80,5,3415,medium-low,bad
white,6.9,0.37,0.23,9.500,0.0570,54,166,0.99568,3.230,0.42,10.00,5,3416,medium-low,bad
white,7.2,0.21,0.36,15.700,0.0450,68,183,0.99922,3.250,0.76,9.40,5,3417,low,bad
white,6.9,0.22,0.32,5.800,0.0410,20,119,0.99296,3.170,0.55,11.20,6,3418,medium-low,bad
white,5.3,0.23,0.56,0.900,0.0410,46,141,0.99119,3.160,0.62,9.70,5,3419,low,bad
white,7.0,0.20,0.35,8.800,0.0370,31,103,0.99388,3.130,0.49,11.00,6,3420,medium-low,bad
white,6.8,0.30,0.26,20.300,0.0370,45,150,0.99727,3.040,0.38,12.30,6,3421,medium,bad
white,5.6,0.26,0.00,10.200,0.0380,13,111,0.99315,3.440,0.46,12.40,6,3422,medium,bad
white,6.7,0.28,0.42,3.500,0.0350,43,105,0.99021,3.180,0.38,12.20,6,3423,medium,bad
white,5.0,0.26,0.22,2.700,0.0430,46,153,0.99238,3.750,0.76,11.30,6,3424,medium-low,bad
white,7.6,0.40,0.27,1.200,0.0530,23,193,0.99164,3.220,0.38,11.60,5,3425,medium,bad
white,6.4,0.32,0.23,16.200,0.0550,36,176,0.99860,3.260,0.54,9.10,5,3426,low,bad
white,6.3,0.28,0.30,6.600,0.2080,60,154,0.99478,3.100,0.40,9.40,6,3427,low,bad
white,6.7,0.24,0.32,9.000,0.0230,20,109,0.99262,3.340,0.35,12.60,6,3428,medium,bad
white,6.4,0.29,0.30,6.500,0.2090,62,156,0.99478,3.100,0.40,9.40,5,3429,low,bad
white,7.2,0.34,0.23,8.900,0.1050,22,155,0.99692,3.010,0.58,9.50,5,3430,low,bad
white,6.4,0.32,0.23,16.200,0.0550,36,176,0.99860,3.260,0.54,9.10,5,3431,low,bad
white,7.1,0.39,0.39,11.100,0.0340,25,204,0.99616,3.050,0.52,10.00,6,3432,medium-low,bad
white,7.1,0.39,0.79,1.400,0.1940,23,90,0.99212,3.170,0.46,10.50,6,3433,medium-low,bad
white,6.9,0.26,0.29,4.200,0.0430,33,114,0.99020,3.160,0.31,12.50,6,3434,medium,bad
white,8.2,0.31,0.43,7.000,0.0470,18,87,0.99628,3.230,0.64,10.60,5,3435,medium-low,bad
white,6.1,0.24,0.25,1.600,0.0440,24,115,0.99210,3.390,0.59,10.90,6,3436,medium-low,bad
white,5.9,0.21,0.23,7.900,0.0330,22,130,0.99440,3.380,0.59,10.90,6,3437,medium-low,bad
white,6.7,0.24,0.32,9.000,0.0230,20,109,0.99262,3.340,0.35,12.60,6,3438,medium,bad
white,5.9,0.25,0.24,7.400,0.0440,21,113,0.99462,3.380,0.58,10.50,6,3439,medium-low,bad
white,5.4,0.27,0.22,4.600,0.0220,29,107,0.98889,3.330,0.54,13.80,6,3440,medium-high,bad
white,5.9,0.20,0.23,1.500,0.0370,38,93,0.99021,3.360,0.49,12.00,6,3441,medium,bad
white,6.1,0.24,0.27,11.500,0.0500,51,133,0.99476,3.220,0.37,10.80,6,3442,medium-low,bad
white,6.2,0.26,0.29,2.000,0.0360,16,87,0.99081,3.330,0.61,11.80,6,3443,medium,bad
white,6.0,0.26,0.26,2.200,0.0350,10,72,0.98947,3.110,0.48,12.15,6,3444,medium,bad
white,5.9,0.12,0.27,4.800,0.0300,40,110,0.99226,3.550,0.68,12.10,6,3445,medium,bad
white,6.6,0.34,0.25,4.800,0.0380,16,121,0.99198,3.360,0.71,12.60,6,3446,medium,bad
white,5.8,0.28,0.66,9.100,0.0390,26,159,0.99650,3.660,0.55,10.80,5,3447,medium-low,bad
white,5.9,0.18,0.29,4.600,0.0320,68,137,0.99159,3.210,0.38,11.30,6,3448,medium-low,bad
white,8.6,0.36,0.26,11.100,0.0300,44,171,0.99480,3.030,0.49,12.00,5,3449,medium,bad
white,5.6,0.23,0.24,9.800,0.0540,59,140,0.99545,3.170,0.39,10.20,6,3450,medium-low,bad
white,5.9,0.20,0.23,1.500,0.0370,38,93,0.99021,3.360,0.49,12.00,6,3451,medium,bad
white,7.1,0.23,0.28,1.900,0.0460,33,103,0.98997,3.120,0.31,12.00,5,3452,medium,bad
white,5.8,0.28,0.66,9.100,0.0390,26,159,0.99650,3.660,0.55,10.80,5,3453,medium-low,bad
white,6.4,0.30,0.27,4.400,0.0550,17,135,0.99250,3.230,0.44,12.20,6,3454,medium,bad
white,5.4,0.17,0.27,2.700,0.0490,28,104,0.99224,3.460,0.55,10.30,6,3455,medium-low,bad
white,6.2,0.20,0.32,2.800,0.0500,17,126,0.99360,3.180,0.55,9.40,6,3456,low,bad
white,6.1,0.21,0.30,6.300,0.0390,47,136,0.99068,3.270,0.31,12.70,6,3457,medium,bad
white,5.5,0.21,0.25,1.200,0.0400,18,75,0.99006,3.310,0.56,11.30,6,3458,medium-low,bad
white,5.8,0.29,0.15,1.100,0.0290,12,83,0.98980,3.300,0.40,11.40,6,3459,medium-low,bad
white,7.3,0.25,0.26,7.200,0.0480,52,207,0.99587,3.120,0.37,9.20,5,3460,low,bad
white,6.8,0.32,0.23,3.300,0.0260,31,99,0.98960,3.100,0.40,12.40,6,3461,medium,bad
white,7.3,0.25,0.26,7.200,0.0480,52,207,0.99587,3.120,0.37,9.20,5,3462,low,bad
white,6.0,0.20,0.25,2.000,0.0410,30,95,0.99078,3.270,0.56,11.10,6,3463,medium-low,bad
white,6.2,0.22,0.30,12.400,0.0540,108,152,0.99728,3.100,0.47,9.50,6,3464,low,bad
white,6.1,0.17,0.29,1.100,0.0410,32,92,0.99036,3.260,0.57,11.20,6,3465,medium-low,bad
white,5.9,0.30,0.29,1.100,0.0360,23,56,0.99040,3.190,0.38,11.30,5,3466,medium-low,bad
white,6.5,0.27,0.19,6.600,0.0450,98,175,0.99364,3.160,0.34,10.10,6,3467,medium-low,bad
white,7.5,0.21,0.29,1.500,0.0460,35,107,0.99123,3.150,0.45,11.30,6,3468,medium-low,bad
white,6.3,0.15,0.34,11.400,0.0500,25,96,0.99754,3.210,0.49,10.00,6,3469,medium-low,bad
white,7.3,0.26,0.32,1.200,0.0410,29,94,0.98978,3.070,0.45,12.00,6,3470,medium,bad
white,6.0,0.20,0.26,14.700,0.0450,53,125,0.99837,2.990,0.69,9.40,6,3471,low,bad
white,5.7,0.20,0.24,13.800,0.0470,44,112,0.99837,2.970,0.66,8.80,6,3472,low,bad
white,6.2,0.35,0.20,18.100,0.0690,33,158,0.99908,3.150,0.50,8.80,6,3473,low,bad
white,6.2,0.35,0.20,18.100,0.0690,33,158,0.99908,3.150,0.50,8.80,6,3474,low,bad
white,6.0,0.27,0.26,1.300,0.0380,32,138,0.99125,3.460,0.43,11.10,6,3475,medium-low,bad
white,6.9,0.26,0.29,4.200,0.0430,33,114,0.99020,3.160,0.31,12.50,6,3476,medium,bad
white,6.3,0.37,0.51,6.300,0.0480,35,146,0.99430,3.100,1.01,10.50,6,3477,medium-low,bad
white,7.4,0.28,0.50,12.100,0.0490,48,122,0.99730,3.010,0.44,9.00,5,3478,low,bad
white,6.4,0.27,0.30,1.600,0.0400,19,86,0.99089,3.320,0.65,11.50,6,3479,medium,bad
white,6.4,0.23,0.37,7.900,0.0500,60,150,0.99488,2.860,0.49,9.30,6,3480,low,bad
white,6.3,0.23,0.22,17.450,0.0540,42,151,0.99853,3.120,0.60,9.30,6,3481,low,bad
white,5.6,0.70,0.06,6.800,0.0420,9,84,0.99432,3.440,0.44,10.20,5,3482,medium-low,bad
white,7.2,0.59,0.20,10.400,0.0860,17,94,0.99681,3.130,0.40,9.40,5,3483,low,bad
white,6.2,0.34,0.25,12.100,0.0590,33,171,0.99769,3.140,0.56,8.70,6,3484,low,bad
white,6.1,0.38,0.47,1.400,0.0510,59,210,0.99309,3.240,0.50,9.60,5,3485,low,bad
white,7.1,0.43,0.25,2.800,0.0360,43,132,0.98975,3.210,0.47,13.40,6,3486,medium,bad
white,6.4,0.26,0.35,7.700,0.0560,45,191,0.99527,3.160,0.50,9.50,5,3487,low,bad
white,6.6,0.44,0.32,3.000,0.0950,13,75,0.98954,3.100,0.63,12.80,6,3488,medium,bad
white,6.6,0.25,0.25,1.300,0.0400,28,85,0.98984,2.870,0.48,11.20,6,3489,medium-low,bad
white,6.3,0.28,0.22,11.500,0.0360,27,150,0.99445,3.000,0.33,10.60,6,3490,medium-low,bad
white,6.3,0.17,0.23,5.700,0.0480,44,147,0.99382,3.080,0.54,10.00,5,3491,medium-low,bad
white,8.4,0.27,0.30,2.200,0.0370,36,129,0.99085,2.890,0.30,11.47,6,3492,medium-low,bad
white,6.6,0.33,0.41,2.000,0.0270,14,79,0.99063,3.270,0.63,12.40,6,3493,medium,bad
white,6.3,0.18,0.22,5.600,0.0470,45,147,0.99383,3.090,0.54,10.00,5,3494,medium-low,bad
white,8.0,0.23,0.41,1.100,0.0480,35,150,0.99168,3.090,0.47,11.20,5,3495,medium-low,bad
white,5.9,0.20,0.28,1.000,0.0430,45,100,0.99033,3.400,0.41,11.40,6,3496,medium-low,bad
white,6.4,0.24,0.26,8.200,0.0540,47,182,0.99538,3.120,0.50,9.50,5,3497,low,bad
white,6.7,0.31,0.34,6.800,0.0590,51,215,0.99538,3.330,0.56,10.30,5,3498,medium-low,bad
white,7.3,0.17,0.36,8.200,0.0280,44,111,0.99272,3.140,0.41,12.40,6,3499,medium,bad
white,7.3,0.17,0.36,8.200,0.0280,44,111,0.99272,3.140,0.41,12.40,6,3500,medium,bad
white,7.4,0.38,0.34,8.300,0.0520,44,168,0.99627,3.110,0.52,9.20,5,3501,low,bad
white,6.4,0.31,0.53,8.800,0.0570,36,221,0.99642,3.170,0.44,9.10,5,3502,low,bad
white,6.4,0.24,0.26,8.200,0.0540,47,182,0.99538,3.120,0.50,9.50,5,3503,low,bad
white,5.9,0.44,0.33,1.200,0.0490,12,117,0.99134,3.460,0.44,11.50,5,3504,medium,bad
white,6.4,0.42,0.19,9.300,0.0430,28,145,0.99433,3.230,0.53,10.98,5,3505,medium-low,bad
white,6.6,0.29,0.49,11.400,0.0350,57,137,0.99732,3.080,0.54,8.90,6,3506,low,bad
white,6.4,0.23,0.26,8.100,0.0540,47,181,0.99540,3.120,0.49,9.40,5,3507,low,bad
white,6.6,0.33,0.32,15.600,0.0540,62,227,0.99734,3.250,0.56,10.40,5,3508,medium-low,bad
white,4.9,0.34,0.14,1.300,0.0360,69,168,0.99212,3.470,0.46,10.47,5,3509,medium-low,bad
white,4.9,0.34,0.14,1.300,0.0360,69,168,0.99212,3.470,0.46,10.47,5,3510,medium-low,bad
white,6.4,0.24,0.26,8.200,0.0540,47,182,0.99538,3.120,0.50,9.50,5,3511,low,bad
white,6.8,0.29,0.32,1.800,0.0320,18,130,0.99095,3.050,0.62,11.20,6,3512,medium-low,bad
white,5.7,0.21,0.37,4.500,0.0400,58,140,0.99332,3.290,0.62,10.60,6,3513,medium-low,bad
white,7.4,0.31,0.26,8.600,0.0480,47,206,0.99640,3.260,0.36,9.10,5,3514,low,bad
white,6.5,0.25,0.32,9.900,0.0450,41,128,0.99636,3.180,0.52,9.60,6,3515,low,bad
white,7.4,0.31,0.26,8.600,0.0480,47,206,0.99640,3.260,0.36,9.10,5,3516,low,bad
